Track for Fay           2008
MM/DD/Year HH:MM:SS      (deg)         (deg)
08/17/2008 23:06:02     20.939 N     80.047 W
08/17/2008 23:08:02     20.943 N     80.043 W
08/17/2008 23:08:45     20.945 N     80.042 W
08/17/2008 23:10:45     20.946 N     80.043 W
08/17/2008 23:12:45     20.947 N     80.044 W
08/17/2008 23:14:45     20.948 N     80.045 W
08/17/2008 23:16:45     20.949 N     80.046 W
08/17/2008 23:18:45     20.949 N     80.047 W
08/17/2008 23:20:45     20.950 N     80.049 W
08/17/2008 23:22:46     20.951 N     80.050 W
08/17/2008 23:24:46     20.951 N     80.052 W
08/17/2008 23:26:46     20.952 N     80.054 W
08/17/2008 23:28:46     20.952 N     80.056 W
08/17/2008 23:30:46     20.952 N     80.058 W
08/17/2008 23:32:46     20.953 N     80.060 W
08/17/2008 23:34:46     20.953 N     80.063 W
08/17/2008 23:36:45     20.953 N     80.065 W
08/17/2008 23:38:45     20.953 N     80.068 W
08/17/2008 23:40:45     20.953 N     80.071 W
08/17/2008 23:42:45     20.953 N     80.074 W
08/17/2008 23:44:45     20.952 N     80.077 W
08/17/2008 23:46:45     20.952 N     80.080 W
08/17/2008 23:48:45     20.952 N     80.084 W
08/17/2008 23:50:45     20.951 N     80.087 W
08/17/2008 23:52:46     20.951 N     80.091 W
08/17/2008 23:54:46     20.950 N     80.095 W
08/17/2008 23:56:46     20.949 N     80.099 W
08/17/2008 23:58:46     20.948 N     80.103 W
08/18/2008 00:00:46     20.947 N     80.108 W
08/18/2008 00:02:46     20.946 N     80.112 W
08/18/2008 00:04:46     20.945 N     80.117 W
08/18/2008 00:06:45     20.944 N     80.122 W
08/18/2008 00:08:45     20.942 N     80.127 W
08/18/2008 00:10:45     20.941 N     80.133 W
08/18/2008 00:12:45     20.939 N     80.138 W
08/18/2008 00:14:45     20.938 N     80.144 W
08/18/2008 00:16:45     20.936 N     80.150 W
08/18/2008 00:18:45     20.934 N     80.156 W
08/18/2008 00:20:45     20.932 N     80.162 W
08/18/2008 00:22:46     20.930 N     80.168 W
08/18/2008 00:24:46     20.928 N     80.175 W
08/18/2008 00:26:46     20.926 N     80.182 W
08/18/2008 00:28:46     20.923 N     80.189 W
08/18/2008 00:30:46     20.921 N     80.196 W
08/18/2008 00:32:46     20.918 N     80.204 W
08/18/2008 00:34:46     20.915 N     80.211 W
08/18/2008 00:36:45     20.912 N     80.219 W
08/18/2008 00:38:45     20.909 N     80.227 W
08/18/2008 00:40:45     20.906 N     80.236 W
08/18/2008 00:42:45     20.903 N     80.244 W
08/18/2008 00:44:45     20.900 N     80.253 W
08/18/2008 00:46:45     20.896 N     80.262 W
08/18/2008 00:48:45     20.892 N     80.271 W
08/18/2008 00:50:45     20.889 N     80.280 W
08/18/2008 00:52:46     20.885 N     80.290 W
08/18/2008 00:54:46     20.881 N     80.300 W
08/18/2008 00:56:46     20.877 N     80.310 W
08/18/2008 00:58:46     20.873 N     80.320 W
08/18/2008 01:00:46     20.868 N     80.331 W
08/18/2008 01:02:46     20.864 N     80.342 W
08/18/2008 01:04:46     20.859 N     80.353 W
08/18/2008 01:06:45     20.854 N     80.364 W
08/18/2008 01:08:45     20.850 N     80.375 W
08/18/2008 01:10:45     20.845 N     80.387 W
08/18/2008 01:12:45     20.840 N     80.398 W
08/18/2008 01:14:45     20.835 N     80.410 W
08/18/2008 01:16:45     20.830 N     80.423 W
08/18/2008 01:18:45     20.824 N     80.435 W
08/18/2008 01:20:45     20.819 N     80.447 W
08/18/2008 01:22:46     20.814 N     80.460 W
08/18/2008 01:24:46     20.808 N     80.473 W
08/18/2008 01:26:46     20.803 N     80.486 W
08/18/2008 01:28:46     20.797 N     80.499 W
08/18/2008 01:30:46     20.791 N     80.512 W
08/18/2008 01:32:46     20.786 N     80.525 W
08/18/2008 01:34:46     20.780 N     80.539 W
08/18/2008 01:36:45     20.774 N     80.552 W
08/18/2008 01:38:45     20.768 N     80.566 W
08/18/2008 01:40:45     20.763 N     80.580 W
08/18/2008 01:42:45     20.757 N     80.594 W
08/18/2008 01:44:45     20.751 N     80.608 W
08/18/2008 01:46:45     20.745 N     80.622 W
08/18/2008 01:48:45     20.739 N     80.636 W
08/18/2008 01:50:45     20.733 N     80.650 W
08/18/2008 01:52:46     20.727 N     80.664 W
08/18/2008 01:54:46     20.721 N     80.679 W
08/18/2008 01:56:46     20.715 N     80.693 W
08/18/2008 01:58:46     20.709 N     80.708 W
08/18/2008 02:00:46     20.703 N     80.722 W
08/18/2008 02:02:46     20.697 N     80.737 W
08/18/2008 02:04:46     20.692 N     80.752 W
08/18/2008 02:06:45     20.686 N     80.766 W
08/18/2008 02:08:45     20.680 N     80.781 W
08/18/2008 02:10:45     20.674 N     80.796 W
08/18/2008 02:12:45     20.668 N     80.811 W
08/18/2008 02:14:45     20.663 N     80.826 W
08/18/2008 02:16:45     20.657 N     80.840 W
08/18/2008 02:18:45     20.651 N     80.855 W
08/18/2008 02:20:45     20.646 N     80.870 W
08/18/2008 02:22:46     20.640 N     80.885 W
08/18/2008 02:24:46     20.635 N     80.900 W
08/18/2008 02:26:46     20.629 N     80.914 W
08/18/2008 02:28:46     20.624 N     80.929 W
08/18/2008 02:30:46     20.619 N     80.944 W
08/18/2008 02:32:46     20.614 N     80.959 W
08/18/2008 02:34:46     20.609 N     80.973 W
08/18/2008 02:36:45     20.604 N     80.988 W
08/18/2008 02:38:45     20.599 N     81.003 W
08/18/2008 02:40:45     20.594 N     81.017 W
08/18/2008 02:42:45     20.589 N     81.031 W
08/18/2008 02:44:45     20.585 N     81.046 W
08/18/2008 02:46:45     20.580 N     81.060 W
08/18/2008 02:48:45     20.576 N     81.074 W
08/18/2008 02:50:45     20.572 N     81.089 W
08/18/2008 02:52:46     20.568 N     81.103 W
08/18/2008 02:54:46     20.564 N     81.117 W
08/18/2008 02:56:46     20.560 N     81.130 W
08/18/2008 02:58:46     20.556 N     81.144 W
08/18/2008 03:00:46     20.552 N     81.158 W
08/18/2008 03:02:46     20.549 N     81.171 W
08/18/2008 03:04:46     20.546 N     81.185 W
08/18/2008 03:06:45     20.543 N     81.198 W
08/18/2008 03:08:45     20.540 N     81.211 W
08/18/2008 03:10:45     20.537 N     81.224 W
08/18/2008 03:12:45     20.534 N     81.237 W
08/18/2008 03:14:45     20.532 N     81.250 W
08/18/2008 03:16:45     20.530 N     81.262 W
08/18/2008 03:18:45     20.527 N     81.275 W
08/18/2008 03:20:45     20.526 N     81.287 W
08/18/2008 03:22:46     20.524 N     81.299 W
08/18/2008 03:24:46     20.522 N     81.311 W
08/18/2008 03:26:46     20.521 N     81.322 W
08/18/2008 03:28:46     20.520 N     81.334 W
08/18/2008 03:30:46     20.519 N     81.345 W
08/18/2008 03:32:46     20.518 N     81.356 W
08/18/2008 03:34:46     20.518 N     81.367 W
08/18/2008 03:36:45     20.518 N     81.378 W
08/18/2008 03:38:45     20.517 N     81.388 W
08/18/2008 03:40:45     20.518 N     81.399 W
08/18/2008 03:42:45     20.518 N     81.409 W
08/18/2008 03:44:45     20.519 N     81.418 W
08/18/2008 03:46:45     20.520 N     81.428 W
08/18/2008 03:48:45     20.521 N     81.437 W
08/18/2008 03:50:45     20.522 N     81.446 W
08/18/2008 03:52:46     20.524 N     81.455 W
08/18/2008 03:54:46     20.526 N     81.464 W
08/18/2008 03:56:46     20.528 N     81.472 W
08/18/2008 03:58:46     20.530 N     81.480 W
08/18/2008 04:00:46     20.533 N     81.488 W
08/18/2008 04:02:46     20.536 N     81.495 W
08/18/2008 04:04:46     20.539 N     81.502 W
08/18/2008 04:06:45     20.543 N     81.509 W
08/18/2008 04:08:45     20.547 N     81.515 W
08/18/2008 04:10:45     20.551 N     81.522 W
08/18/2008 04:12:45     20.555 N     81.528 W
08/18/2008 04:14:45     20.560 N     81.533 W
08/18/2008 04:16:45     20.565 N     81.538 W
08/18/2008 04:18:45     20.570 N     81.543 W
08/18/2008 04:20:45     20.576 N     81.548 W
08/18/2008 04:22:46     20.582 N     81.552 W
08/18/2008 04:24:46     20.589 N     81.556 W
08/18/2008 04:26:46     20.595 N     81.560 W
08/18/2008 04:28:46     20.602 N     81.563 W
08/18/2008 04:30:46     20.609 N     81.566 W
08/18/2008 04:32:46     20.617 N     81.569 W
08/18/2008 04:34:46     20.625 N     81.571 W
08/18/2008 04:36:45     20.633 N     81.573 W
08/18/2008 04:38:45     20.642 N     81.574 W
08/18/2008 04:40:45     20.650 N     81.576 W
08/18/2008 04:42:45     20.660 N     81.577 W
08/18/2008 04:44:45     20.669 N     81.577 W
08/18/2008 04:46:45     20.679 N     81.578 W
08/18/2008 04:48:45     20.689 N     81.578 W
08/18/2008 04:50:45     20.699 N     81.578 W
08/18/2008 04:52:46     20.710 N     81.577 W
08/18/2008 04:54:46     20.720 N     81.576 W
08/18/2008 04:56:46     20.731 N     81.575 W
08/18/2008 04:58:46     20.743 N     81.574 W
08/18/2008 05:00:46     20.755 N     81.572 W
08/18/2008 05:02:46     20.766 N     81.570 W
08/18/2008 05:04:46     20.779 N     81.568 W
08/18/2008 05:06:45     20.791 N     81.565 W
08/18/2008 05:08:45     20.804 N     81.562 W
08/18/2008 05:10:45     20.817 N     81.559 W
08/18/2008 05:12:45     20.830 N     81.556 W
08/18/2008 05:14:45     20.843 N     81.552 W
08/18/2008 05:16:45     20.857 N     81.548 W
08/18/2008 05:18:45     20.871 N     81.544 W
08/18/2008 05:20:45     20.885 N     81.540 W
08/18/2008 05:22:46     20.900 N     81.535 W
08/18/2008 05:24:46     20.914 N     81.530 W
08/18/2008 05:26:46     20.929 N     81.525 W
08/18/2008 05:28:46     20.944 N     81.520 W
08/18/2008 05:30:46     20.960 N     81.514 W
08/18/2008 05:32:46     20.975 N     81.508 W
08/18/2008 05:34:46     20.991 N     81.502 W
08/18/2008 05:36:45     21.007 N     81.496 W
08/18/2008 05:38:45     21.023 N     81.489 W
08/18/2008 05:40:45     21.039 N     81.482 W
08/18/2008 05:42:45     21.056 N     81.475 W
08/18/2008 05:44:45     21.073 N     81.468 W
08/18/2008 05:46:45     21.090 N     81.461 W
08/18/2008 05:48:45     21.107 N     81.453 W
08/18/2008 05:50:45     21.124 N     81.446 W
08/18/2008 05:52:46     21.142 N     81.438 W
08/18/2008 05:54:46     21.160 N     81.429 W
08/18/2008 05:56:46     21.178 N     81.421 W
08/18/2008 05:58:46     21.196 N     81.412 W
08/18/2008 06:00:46     21.214 N     81.404 W
08/18/2008 06:02:46     21.233 N     81.395 W
08/18/2008 06:04:46     21.251 N     81.386 W
08/18/2008 06:06:45     21.270 N     81.376 W
08/18/2008 06:08:45     21.289 N     81.367 W
08/18/2008 06:10:45     21.308 N     81.357 W
08/18/2008 06:12:45     21.327 N     81.347 W
08/18/2008 06:14:45     21.347 N     81.337 W
08/18/2008 06:16:45     21.366 N     81.327 W
08/18/2008 06:18:45     21.386 N     81.317 W
08/18/2008 06:20:45     21.406 N     81.306 W
08/18/2008 06:22:46     21.426 N     81.296 W
08/18/2008 06:24:46     21.446 N     81.285 W
08/18/2008 06:26:46     21.466 N     81.274 W
08/18/2008 06:28:46     21.487 N     81.263 W
08/18/2008 06:30:46     21.507 N     81.252 W
08/18/2008 06:32:46     21.528 N     81.241 W
08/18/2008 06:34:46     21.549 N     81.229 W
08/18/2008 06:36:45     21.570 N     81.218 W
08/18/2008 06:38:45     21.591 N     81.206 W
08/18/2008 06:40:45     21.612 N     81.194 W
08/18/2008 06:42:45     21.633 N     81.182 W
08/18/2008 06:44:45     21.655 N     81.170 W
08/18/2008 06:46:45     21.676 N     81.158 W
08/18/2008 06:48:45     21.698 N     81.146 W
08/18/2008 06:50:45     21.719 N     81.134 W
08/18/2008 06:52:46     21.741 N     81.121 W
08/18/2008 06:54:46     21.763 N     81.109 W
08/18/2008 06:56:46     21.785 N     81.096 W
08/18/2008 06:58:46     21.807 N     81.083 W
08/18/2008 07:00:46     21.829 N     81.070 W
08/18/2008 07:02:46     21.851 N     81.057 W
08/18/2008 07:04:46     21.874 N     81.044 W
08/18/2008 07:06:45     21.896 N     81.031 W
08/18/2008 07:08:45     21.918 N     81.018 W
08/18/2008 07:10:45     21.941 N     81.005 W
08/18/2008 07:11:39     21.951 N     80.999 W
08/18/2008 07:13:39     21.974 N     80.985 W
08/18/2008 07:15:39     21.997 N     80.972 W
08/18/2008 07:17:39     22.020 N     80.958 W
08/18/2008 07:19:39     22.043 N     80.944 W
08/18/2008 07:21:40     22.066 N     80.930 W
08/18/2008 07:23:40     22.089 N     80.917 W
08/18/2008 07:25:40     22.112 N     80.903 W
08/18/2008 07:27:40     22.135 N     80.889 W
08/18/2008 07:29:40     22.158 N     80.876 W
08/18/2008 07:31:40     22.181 N     80.862 W
08/18/2008 07:33:40     22.204 N     80.848 W
08/18/2008 07:35:39     22.226 N     80.834 W
08/18/2008 07:37:39     22.249 N     80.821 W
08/18/2008 07:39:39     22.272 N     80.807 W
08/18/2008 07:41:39     22.295 N     80.793 W
08/18/2008 07:43:39     22.318 N     80.780 W
08/18/2008 07:45:39     22.341 N     80.766 W
08/18/2008 07:47:39     22.364 N     80.752 W
08/18/2008 07:49:39     22.387 N     80.738 W
08/18/2008 07:51:28     22.408 N     80.726 W
08/18/2008 07:53:28     22.430 N     80.713 W
08/18/2008 07:55:28     22.452 N     80.700 W
08/18/2008 07:57:28     22.474 N     80.687 W
08/18/2008 07:59:28     22.496 N     80.675 W
08/18/2008 08:01:28     22.518 N     80.662 W
08/18/2008 08:03:28     22.540 N     80.650 W
08/18/2008 08:05:29     22.561 N     80.638 W
08/18/2008 08:07:29     22.583 N     80.626 W
08/18/2008 08:09:29     22.604 N     80.614 W
08/18/2008 08:11:29     22.625 N     80.602 W
08/18/2008 08:13:29     22.646 N     80.590 W
08/18/2008 08:15:29     22.667 N     80.579 W
08/18/2008 08:17:29     22.688 N     80.568 W
08/18/2008 08:19:29     22.708 N     80.556 W
08/18/2008 08:21:28     22.729 N     80.545 W
08/18/2008 08:23:28     22.749 N     80.535 W
08/18/2008 08:25:28     22.769 N     80.524 W
08/18/2008 08:27:28     22.788 N     80.514 W
08/18/2008 08:29:28     22.808 N     80.504 W
08/18/2008 08:31:28     22.827 N     80.494 W
08/18/2008 08:33:28     22.847 N     80.484 W
08/18/2008 08:35:29     22.866 N     80.474 W
08/18/2008 08:37:29     22.885 N     80.465 W
08/18/2008 08:39:29     22.903 N     80.456 W
08/18/2008 08:41:29     22.922 N     80.447 W
08/18/2008 08:43:29     22.940 N     80.438 W
08/18/2008 08:45:29     22.958 N     80.430 W
08/18/2008 08:47:29     22.975 N     80.422 W
08/18/2008 08:49:29     22.993 N     80.414 W
08/18/2008 08:51:28     23.010 N     80.406 W
08/18/2008 08:53:28     23.027 N     80.399 W
08/18/2008 08:55:28     23.044 N     80.392 W
08/18/2008 08:57:28     23.060 N     80.385 W
08/18/2008 08:59:28     23.076 N     80.378 W
08/18/2008 09:01:28     23.092 N     80.372 W
08/18/2008 09:03:28     23.108 N     80.366 W
08/18/2008 09:05:29     23.123 N     80.360 W
08/18/2008 09:07:29     23.138 N     80.355 W
08/18/2008 09:09:29     23.153 N     80.350 W
08/18/2008 09:11:29     23.168 N     80.345 W
08/18/2008 09:13:29     23.182 N     80.340 W
08/18/2008 09:15:29     23.196 N     80.336 W
08/18/2008 09:17:29     23.209 N     80.332 W
08/18/2008 09:19:29     23.222 N     80.329 W
08/18/2008 09:21:28     23.235 N     80.326 W
08/18/2008 09:23:28     23.248 N     80.323 W
08/18/2008 09:25:28     23.260 N     80.320 W
08/18/2008 09:27:28     23.272 N     80.318 W
08/18/2008 09:29:28     23.284 N     80.317 W
08/18/2008 09:31:28     23.295 N     80.315 W
08/18/2008 09:33:28     23.306 N     80.314 W
08/18/2008 09:35:29     23.317 N     80.313 W
08/18/2008 09:37:29     23.327 N     80.313 W
08/18/2008 09:39:29     23.337 N     80.313 W
08/18/2008 09:41:29     23.346 N     80.314 W
08/18/2008 09:43:29     23.356 N     80.315 W
08/18/2008 09:45:29     23.364 N     80.316 W
08/18/2008 09:47:29     23.373 N     80.318 W
08/18/2008 09:49:29     23.381 N     80.320 W
08/18/2008 09:51:28     23.388 N     80.322 W
08/18/2008 09:53:28     23.395 N     80.325 W
08/18/2008 09:55:28     23.402 N     80.328 W
08/18/2008 09:57:28     23.409 N     80.332 W
08/18/2008 09:59:28     23.415 N     80.336 W
08/18/2008 10:01:28     23.420 N     80.341 W
08/18/2008 10:03:28     23.426 N     80.346 W
08/18/2008 10:05:29     23.431 N     80.351 W
08/18/2008 10:07:29     23.435 N     80.356 W
08/18/2008 10:09:29     23.439 N     80.362 W
08/18/2008 10:11:29     23.443 N     80.369 W
08/18/2008 10:13:29     23.447 N     80.375 W
08/18/2008 10:15:29     23.450 N     80.382 W
08/18/2008 10:17:29     23.453 N     80.390 W
08/18/2008 10:19:29     23.456 N     80.397 W
08/18/2008 10:21:28     23.458 N     80.405 W
08/18/2008 10:23:28     23.460 N     80.414 W
08/18/2008 10:25:28     23.462 N     80.422 W
08/18/2008 10:27:28     23.464 N     80.431 W
08/18/2008 10:29:28     23.465 N     80.440 W
08/18/2008 10:31:28     23.466 N     80.449 W
08/18/2008 10:33:28     23.467 N     80.459 W
08/18/2008 10:35:29     23.467 N     80.469 W
08/18/2008 10:37:29     23.468 N     80.479 W
08/18/2008 10:39:29     23.468 N     80.489 W
08/18/2008 10:41:29     23.468 N     80.500 W
08/18/2008 10:43:29     23.467 N     80.510 W
08/18/2008 10:45:29     23.467 N     80.521 W
08/18/2008 10:47:29     23.466 N     80.533 W
08/18/2008 10:49:29     23.465 N     80.544 W
08/18/2008 10:51:28     23.464 N     80.556 W
08/18/2008 10:53:28     23.462 N     80.567 W
08/18/2008 10:55:28     23.461 N     80.579 W
08/18/2008 10:57:28     23.459 N     80.591 W
08/18/2008 10:59:28     23.457 N     80.603 W
08/18/2008 11:01:28     23.455 N     80.616 W
08/18/2008 11:03:28     23.453 N     80.628 W
08/18/2008 11:05:29     23.451 N     80.641 W
08/18/2008 11:07:29     23.449 N     80.654 W
08/18/2008 11:09:29     23.446 N     80.666 W
08/18/2008 11:11:29     23.444 N     80.679 W
08/18/2008 11:13:29     23.441 N     80.692 W
08/18/2008 11:15:29     23.438 N     80.706 W
08/18/2008 11:17:29     23.435 N     80.719 W
08/18/2008 11:19:29     23.432 N     80.732 W
08/18/2008 11:21:28     23.429 N     80.745 W
08/18/2008 11:23:28     23.426 N     80.759 W
08/18/2008 11:25:28     23.423 N     80.772 W
08/18/2008 11:27:28     23.419 N     80.786 W
08/18/2008 11:29:28     23.416 N     80.799 W
08/18/2008 11:31:28     23.413 N     80.813 W
08/18/2008 11:33:28     23.409 N     80.826 W
08/18/2008 11:35:29     23.406 N     80.840 W
08/18/2008 11:37:29     23.403 N     80.854 W
08/18/2008 11:39:29     23.399 N     80.867 W
08/18/2008 11:41:29     23.396 N     80.881 W
08/18/2008 11:43:29     23.392 N     80.894 W
08/18/2008 11:45:29     23.389 N     80.908 W
08/18/2008 11:47:29     23.385 N     80.921 W
08/18/2008 11:49:29     23.382 N     80.934 W
08/18/2008 11:51:28     23.379 N     80.948 W
08/18/2008 11:53:28     23.375 N     80.961 W
08/18/2008 11:55:28     23.372 N     80.974 W
08/18/2008 11:57:28     23.369 N     80.987 W
08/18/2008 11:59:28     23.366 N     81.000 W
08/18/2008 12:01:28     23.363 N     81.013 W
08/18/2008 12:03:28     23.360 N     81.026 W
08/18/2008 12:05:29     23.357 N     81.039 W
08/18/2008 12:07:29     23.354 N     81.051 W
08/18/2008 12:09:29     23.351 N     81.064 W
08/18/2008 12:11:29     23.349 N     81.076 W
08/18/2008 12:13:29     23.346 N     81.088 W
08/18/2008 12:15:29     23.344 N     81.100 W
08/18/2008 12:17:29     23.342 N     81.112 W
08/18/2008 12:19:29     23.340 N     81.124 W
08/18/2008 12:21:28     23.338 N     81.135 W
08/18/2008 12:23:28     23.336 N     81.146 W
08/18/2008 12:25:28     23.334 N     81.157 W
08/18/2008 12:27:28     23.333 N     81.168 W
08/18/2008 12:29:28     23.332 N     81.179 W
08/18/2008 12:31:28     23.330 N     81.189 W
08/18/2008 12:33:28     23.329 N     81.200 W
08/18/2008 12:35:29     23.329 N     81.210 W
08/18/2008 12:37:29     23.328 N     81.219 W
08/18/2008 12:39:29     23.328 N     81.229 W
08/18/2008 12:41:29     23.328 N     81.238 W
08/18/2008 12:43:29     23.327 N     81.247 W
08/18/2008 12:45:29     23.328 N     81.256 W
08/18/2008 12:47:29     23.328 N     81.265 W
08/18/2008 12:49:29     23.328 N     81.273 W
08/18/2008 12:51:28     23.329 N     81.282 W
08/18/2008 12:53:28     23.330 N     81.290 W
08/18/2008 12:55:28     23.331 N     81.298 W
08/18/2008 12:57:28     23.332 N     81.305 W
08/18/2008 12:59:28     23.333 N     81.313 W
08/18/2008 13:01:28     23.335 N     81.320 W
08/18/2008 13:03:28     23.336 N     81.328 W
